symbol;shortName;longName;currency;regularMarketPrice;regularMarketDayHigh;regularMarketDayLow;regularMarketDayRange;regularMarketChange;regularMarketChangePercent;regularMarketTime;marketCap;regularMarketVolume;regularMarketPreviousClose;regularMarketOpen;averageDailyVolume10Day;averageDailyVolume3Month;fiftyTwoWeekLowChange;fiftyTwoWeekLowChangePercent;fiftyTwoWeekRange;fiftyTwoWeekHighChange;fiftyTwoWeekHighChangePercent;fiftyTwoWeekLow;fiftyTwoWeekHigh;twoHundredDayAverage;twoHundredDayAverageChange;twoHundredDayAverageChangePercent
BAHI3;BAHEMA      ON      MA;Bahema Educação S.A.;BRL;9.8;10.39;9.65;9.65 - 10.39;0.10000038;1.0309318;2023-07-12T16:08:04.000Z;237131584;9700;9.7;9.7;14030;8955;2;0.25641024;7.8 - 16.5;-6.7;-0.4060606;7.8;16.5;11.23815;-1.4381495;-0.12797031
